count_commentators,count_editions,count_bibentries,count_lines,html
1,0,1,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_ellg1939"" class=""ref bibl"">Elliott</a> (1939&ndash;40, p. 100): Antipholus of Syracuse, unlike his jaunty brother, is gravely moral. When finally he enters Adriana&rsquo;s presence and she regards him as Antipholus of Ephesus, he is exactly the man to look strange and frown ([<a href=""#tln_0505"" class=""ref lb"">505</a>]).</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_crah1948"" class=""ref bibl"">Craig</a> (1948, p. 24): S. Antipholus is an experienced traveller, curious about foreign lands, properly wary of the ways of strange peoples, a well-disposed man, capable of true love and honest sentiment.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_berr1972"" class=""ref bibl"">Berry</a> (1972, p. 28): S. Antipholus is a melancholy fellow, embryo to Hamlet.</p>"
1,0,1,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_ornr1986"" class=""ref bibl"">Ornstein</a> (1986, p. 30): Antipholus S. is a more interesting character..&nbsp;.&nbsp;. Like many later romantic heroes he is a rapturous wooer, one who has read many sonnets and knows by heart the literary language of love, the appropriate conceits and hyperboles with which to declare a boundless passion. He protests that Luciana is our earth&rsquo;s wonder, more than earth divine [<a href=""#tln_0819"" class=""ref lb"">819</a>]; nay, she is a very deity. Like many later heroines Luciana seems wiser than the man who woos her, even though she seems at first priggish in advising her sister to accept her unhappy lot without complaint.</p>"
3,0,3,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">Others who comment on S. Antipholus include <a href=""#b_horf1827"" class=""ref bibl"">Horn</a> (1827, 4:267): He is presented initially as tenderly wistful, but vulgarly jokes about Nell, bad taste on Sh.&rsquo;s part; <a href=""#b_stap1880"" class=""ref bibl"">Stapfer</a> (1880, p. 130): His is a more delicate nature [with] a tinge of melancholy and reverie; <a href=""#b_burf1968"" class=""ref bibl"">Burelbach</a> (1968, p. 72): He is melancholic and imaginative&mdash;Burelbach mistakenly reverses the two brothers, saying this of E. Antipholus.</p>"
3,0,3,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">Others who describe both Antipholuses are <a href=""#b_oecw1885"" class=""ref bibl"">Oechelh&auml;user</a> (1885, pp. 238, 241, 242): Both are violent and excitable, marked by the beatings they give; (p. 241) E. Antipholus has to mimic affection for Adriana in Act 5 since he is given no words, and (p. 242), they get no words to mark their reunion; <a href=""#b_rich1930"" class=""ref bibl"">Richter</a> (1930, p. 19): S. Antipholus, under the watchful eye of his father, is better raised and more talented; <a href=""#b_sens1950"" class=""ref bibl"">Sen Gupta</a> (1950, p. 107): They are much more refined than their Plautine counterparts, but not individualized any more than the Dromios.</p>"
1,0,1,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_gile1924"" class=""ref bibl"">Gill</a> (1924, p. 91): Despite E. Antipholus&rsquo;s disclaimer (<a href=""#tln_0770"" class=""ref lb"">770&ndash;1</a>), in her two very brief appearances we see in her.&nbsp;.&nbsp;. only the desire for profit. She is determined to have the chain, or at least her ring. When Antipholus of Syracuse&rsquo;s denial that he has the ring is added to Antipholus of Ephesus&rsquo; wild story of being shut out of his own house, she is the first to diagnose his case as lunacy. She goes to Adriana with her carefully edited story and easily convinces Adriana that her husband is mad.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_davw1939"" class=""ref bibl"">Davies</a> (1939, p. 45): She is a mere puppet..&nbsp;.&nbsp;. He never draws another courtesan who is not well characterized.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">For <a href=""#b_pete1949"" class=""ref bibl"">Pettet</a>&rsquo;s (1949) remarks on her mercenary sense, see .</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_vauj1980"" class=""ref bibl"">Vaughn</a> (1980, p. 18): She is never called courtesan on stage; To the audience, she is simply a pretty hostess. That, of course, depends on how she is played.</p>"
1,1,0,7,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#s_knt2"" class=""ref witness"">Knight</a> (ed. 1842, pp. 207&ndash;8): The two Dromios have fewer differentiating qualities than their masters. But there is certainly a marked difference in the quality of their mirth. [E. Dromio] is precise and antithetical, striving to utter his jests with infinite gravity and discretion, and approaching a pun with a sly solemnity that is prodigiously diverting: &mdash;[quotes <a href=""#tln_0209"" class=""ref lb"">209&ndash;12</a>, <a href=""#tln_0247"" class=""ref lb"">247&ndash;9</a>]. He is a formal humorist, and, we have no doubt, spoke with a drawling and monotonous accent, fit for his part in such a dialogue as this: &mdash;[quotes <a href=""#tln_1355"" class=""ref lb"">1355&ndash;62</a>]. On the contrary, the merry jests [<a href=""#tln_0184"" class=""ref lb"">184</a>] of Dromio of Syracuse all come from the outpouring of his gladsome heart. He is a creature of prodigious animal spirits, running over with fun and queer similitudes. [<i>208</i>] He makes not the slightest attempt at arranging a joke, but utters what comes uppermost with irrepressible volubility. He is an untutored wit; and we have no doubt gave his tongue such active exercise, by hurried pronunciation and variable emphasis, as could alone make his long description endurable by his sensitive master.&nbsp;.&nbsp;. [refers to <a href=""#tln_0430"" class=""ref lb"">430&ndash;503</a>, <a href=""#tln_0870"" class=""ref lb"">870&ndash;936</a>, <a href=""#tln_1141"" class=""ref lb"">1141&ndash;9</a>]. These distinctions between the Antipholuses and Dromios have not, as far as we know, been before pointed out; &mdash;but they certainly do exist, and appear to us to be defined by the great master of character with singular force as well as delicacy.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_crah1948"" class=""ref bibl"">Craig</a> (1948, p. 24): The Dromios.&nbsp;.&nbsp;. have at least some marks of difference..&nbsp;.&nbsp;. The more staid and responsible traveller is given the more jocular and impudent Dromio, a sort of all-licensed fool, who apparently is flogged and expects to be flogged rather frequently. The more lively of the masters is given a rather more serious, protesting, bewildered slave.</p>"
6,0,6,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">Others who comment on the Dromios are <a href=""#b_obrc1878"" class=""ref bibl"">O&rsquo;Brien</a> (1878, p. 162): A laughable picture of the two honest fellows, so faithful and so quaint, taking the merry side of everything, even of the blows; <a href=""#b_oecw1885"" class=""ref bibl"">Oechelh&auml;user</a> (1885, p. 243) finds a mixture of booby and joker, droll rogues with a sufficient portion of worldly savvy; <a href=""#b_ecke1902"" class=""ref bibl"">Eckhardt</a> (1902, p. 410) considers S. Dromio the wittier of the two; <a href=""#b_rich1930"" class=""ref bibl"">Richter</a> (1930, p. 10) thinks S. Dromio is subtler, sprightlier and that E. Dromio is duller, moved only by blows; <a href=""#b_sens1950"" class=""ref bibl"">Sen Gupta</a> (1950, p. 107): They are neither Roman slaves nor Elizabethan fools; they are marionettes; <a href=""#b_smid1978"" class=""ref bibl"">Smith</a> (1978, pp. 166&ndash;203) tries to show how the Dromios matched the particular actors of the Chamberlain&rsquo;s men in 1594.</p>"
2,1,0,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#pw_porc1903"" class=""ref bibl_pw"">Porter &amp; Clarke</a> (ed. 1903, p. xxiv): The dry little argument preceding Plautus&rsquo;s play, in which the bare facts leading to the subsequent action are set forth, and in which the one pathetic touch is the father&rsquo;s death because of the loss of his child, has been developed in the story of &AElig;geon into a serious and wonderfully pathetic background..&nbsp;.&nbsp;. Not only is the family interest enlarged by bringing the father into the play at the beginning and representing him as separated by cruel circumstances from all his family&mdash;wife as well as sons, &mdash;but, by placing him in a situation where he is accused of breaking the laws of the city, he is brought into contact with the government, and thus a wider social environment is opened out for the play.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_tile1965"" class=""ref bibl"">Tillyard</a> (1965, p. 57): The parents.&nbsp;.&nbsp;. are hardly characterized at all. Aegeon is little more than a humour of aged melancholy; rightly, because, if fully animated, he would have introduced an element of tragedy that the farcical core could not have sustained.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_altj1978"" class=""ref bibl"">Altman</a> (1978, pp. 170&ndash;1): No one in the play ever seriously doubts his own presuppositions..&nbsp;.&nbsp;. And when Aegeon himself, that dedicated [<i>171</i>] searcher of sons, finally confronts the Antipholus who never saw him and therefore cannot possibly recognize him, does he consider that this might be the son he lost as an infant? He does not. His response is totally egoistic.</p>"
2,0,2,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">Others who comment on Egeon: <a href=""#b_gaec1931"" class=""ref bibl"">Gaehde</a> (1931, p. 93) notes the deep knowledge of the human heart in Egeon&rsquo;s lament when his son does not recognize him in Act 5; <a href=""#b_purc1963"" class=""ref bibl"">Purdom</a> (1963, p. 78) thinks that as the protagonist he is weak because he appears in only two scenes; we can sympathize with him but hardly admire him, a further weakness in <i>Err.</i></p>"
1,0,1,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_clac1873"" class=""ref bibl"">Clarke</a> (1873, pp. 525&ndash;6): Luciana.&nbsp;.&nbsp;. is a domestic philosopher. She has conned lessons of connubial discretion in an excellent school&mdash;the house of her married sister, Adriana. She has learned forbearance from observing the other&rsquo;s intolerance; she has acquired the art of making allowance, from noting her sister&rsquo;s exacting impatience; she grows confirmed in smooth acquiescence, from seeing the folly as well as misery of irritable and irritating opposition..&nbsp;.&nbsp;. While Adriana frets and fumes, Luciana gathers composure and a philosophy of obedience. Their first colloquy shows this characteristically: the one all heat and anger, the other all coolness and propriety. Shakespeare.&nbsp;.&nbsp;. has made Luciana.&nbsp;.&nbsp;. such a woman as would make one of those wives considered by common-minded men as model wives; that is, obedient and fawning wives. Luciana is calculating, submissive, and shrewdly obedient. She is ultra-passive outwardly, while inwardly maintaining a perfectly self-satisfied independence of opinion. Moreover, like all those women of systematic yieldingness rather than rational yieldingness, Luciana is given to palter with truth. It follows.&nbsp;.&nbsp;. that a woman who makes to herself a law, a mere calculating law, of blind and prone submission as the best course for her own interest, inevitably becomes, if not a liar, yet an equivocator, a sophisticator, a prevaricator, in some way a deviator from straightforward truth. All the little shifts and evasions; the paltry tricks and petty artifices; the carnying deceptions; the amiable falsifyings which women who adopt implicit obedience as their stock in trade in wedlock allow themselves, are the necessary growth of the course they pursue. Artful speech [<i>526</i>] and conduct are sure to proceed from forced and unnatural compliance; and uniform compliance is unnatural..&nbsp;.&nbsp;. [Quotes <a href=""#tln_0791"" class=""ref lb"">791&ndash;801</a>.]</p>"
1,0,1,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_gile1924"" class=""ref bibl"">Gill</a> (1924, p. 92): Luciana is a young woman with few illusions as to man&rsquo;s place in the world, and she is perhaps a trifle cynical. She is cool where Adriana is all impatience, and, finding excuses for the absent brother-in-law, she gives Adriana a dissertation on the masterful nature of the male and on self-harming jealousy [<a href=""#tln_0378"" class=""ref lb"">378</a>]..&nbsp;.&nbsp;. </p>"
1,0,1,3,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_chah1931"" class=""ref bibl"">Charlton</a> (1931; 1938, pp. 69&ndash;71): Luciana.&nbsp;.&nbsp;. breaks in on the abbess&rsquo;s reproaches [quotes <a href=""#tln_1556"" class=""ref lb"">1556&ndash;8</a>]. The challenge is exactly what the woman of to-day would urge. Yet in the rest of the play, though it is our sentimental sympathy with Luciana which has reflected on Adriana a deeper condemnation than has any of the formal charges laid against her, our sympathy with Luciana is not in the least founded on a concurrence in her explicit propositions about the relationship of man and wife. It is indeed Adriana who speaks with the voice of to-day in these matters. Why should man&rsquo;s liberty than our&rsquo;s be more? [284, slightly misquoted] she asks her sister, adding that none but asses will be bridled in such fashion by their husbands&rsquo; will. But this is Luciana&rsquo;s creed: &mdash;[quotes <a href=""#tln_0290"" class=""ref lb"">290&ndash;9</a>] [<i>70</i>]. No mortal in this world of ours now would venture to swear by such a creed: nor could a subject of Queen Elizabeth have easily dared to do so. And yet though Luciana&rsquo;s terms are mere relics of the past, she secures from the moderns more instinctive sympathy than does her sister, despite the almost Georgian modernity of Adriana&rsquo;s views on conjugal equality. For Luciana brings into the play a range of sentiment utterly incompatible with the atmosphere of this <i>Comedy of Errors</i>. When Antipholus of Syracuse woos her as [quotes <a href=""#tln_0850"" class=""ref lb"">850&ndash;3</a>] he is putting into words a way of looking on the relationship of man and woman different fundamentally from the point of view expressed in Roman comedy and its English imitations. He summarizes the rise of romance, medieval romance embedded in the 16th c., and even when Sh. is recoiling from romance, he could not divest himself of the romantic..&nbsp;.&nbsp;. Luciana is a singing mermaid, [<i>71</i>] spreading o&rsquo;er the silver waves the echoes of her song and wisps of golden hair as a bed whereon her love may lie. Not even Shakespeare can make sisters of two such beings. They are of different family, and indeed of different race, if not of different species.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_crah1948"" class=""ref bibl"">Craig</a> (1948, p. 24): Luciana is a responsible young woman and has more sense than does Bianca in [<i>Shr.</i>]. She deserves the good husband she gets in Antipholus of Syracuse.</p>"
1,0,1,4,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_tile1965"" class=""ref bibl"">Tillyard</a> (1965, pp. 61&ndash;2): The critics have gone wrong over Luciana even more than over Adriana, and with less excuse..&nbsp;.&nbsp;. Luciana is essentially resolute in character. And as for <i>lyrical</i> and <i>romantic</i>, these epithets are quite alien to this shrewd and practical young woman..&nbsp;.&nbsp;. Nothing could be less romantic than her advice to Antipholus of Syracuse..&nbsp;.&nbsp;. It is pure worldly wisdom, tempered by a loyal solicitude for her sister&rsquo;s happiness. [Quotes <a href=""#tln_0791"" class=""ref lb"">791&ndash;4</a>, <a href=""#tln_0803"" class=""ref lb"">803&ndash;6</a>, <a href=""#tln_0810"" class=""ref lb"">810&ndash;14</a>.] [<i>62</i>] Unlike her blundering sister, Luciana is observant. In her loyalty she tells Adriana of Antipholus&rsquo;s advances (IV, ii). Though shocked with their impropriety, she takes note of their nature and admits that, addressed to the proper person, they would be in very good style. In another place her observant nature is conveyed with a subtlety that few readers would expect of Shakespeare in so early a play. In II, ii, Adriana and Luciana, mistaking one Antipholus for the other, try to persuade Antipholus of Syracuse to enter the house and eat the long-postponed dinner. Utterly bewildered, he allowed himself to be persuaded and tells us so in an aside. Whereupon, Luciana cries out, Dromio, go bid the servants spread for dinner [<a href=""#tln_0582"" class=""ref lb"">582</a>]. She has heard nothing, but she has been watching Antipholus&rsquo;s face and sees that he has changed his former mind.</p>"
2,1,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_bara1974"" class=""ref bibl"">Barton</a> (in <a href=""#s_evns"" class=""ref witness"">Evans</a>, ed. 1974, p. 81): Like Egeon, Luciana is a character for whom there is no analogue in Plautus. The voice of reason and tolerance in the play, sane in the midst of madness, she counters the possessiveness and jealous frenzy of her sister Adriana with counsels of generosity and patience. Her own ideal of marriage is.&nbsp;.&nbsp;. a relationship of mutual trust in which the woman is frankly subservient to her husband, as St. Paul believed she should be, but finds her own liberty and independence within this circumscription. It does not seem to be an ideal which Luciana has had much opportunity to see in practice. Faced with a nagging and suspicious sister and a brother-in-law who is careless of his wife&rsquo;s feelings and quick to anger.&nbsp;.&nbsp;. Luciana has remained single, though it is assumed she will marry S. Antipholus.</p>"
1,0,1,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_bilp1974"" class=""ref bibl"">Bilton</a> (1974, p. 43): Luciana&rsquo;s lines [<a href=""#tln_0290"" class=""ref lb"">290&ndash;9</a>] win her sympathy in relation to her would-be emancipated sister and so prepare the emotional ground for the rebuke Adriana receives from the Abbess at the end of the play, when marital relationships become the centre of attention.</p>"
1,0,1,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_haic1978"" class=""ref bibl"">Haines</a> (1978, pp. 110&ndash;13) thinks Luciana&rsquo;s <i>Not this, but troubles of the marriage bed</i> (<a href=""#tln_0301"" class=""ref lb"">301</a>) is puzzling.&nbsp;.&nbsp;. mysterious, wondering if she speaks from experience as a widow, or whether as a decent virgin, [she is] slightly apprehensive about the marriage bed. About 22 of her 43 speeches are about adultery, and this line might be read simply as one more, oblique, allusion to her favourite subject. S. Antipholus&rsquo;s offer in Act 5 is tepid and she [<i>111</i>] responds nothing, so we don&rsquo;t know if they will marry.</p>"
0,0,0,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""> Some of Luciana&rsquo;s lines.&nbsp;.&nbsp;. could be supposed spoken by Lady Macbeth herself: [quotes <a href=""#tln_0786"" class=""ref lb"">786&ndash;814</a>]. It is not only the colour of Luciana&rsquo;s words that is dark.&nbsp;.&nbsp;. [but they are] cynical in the extreme..&nbsp;.&nbsp;. </p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_haic1978"" class=""ref bibl"">Haines</a> grants that this is heavy stuff. It can only be rejoined that the Luciana that [<i>113</i>] complains of the troubles of the marriage bed while yet unmarried and tells her own brother-in-law to try to be more exquisite in the deception of his wife, is for many readers and spectators a character difficult to understand and not easy to love.</p>"
1,0,1,2,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_ornr1986"" class=""ref bibl"">Ornstein</a> (1986, pp. 31&ndash;2): In the debate with Luciana Adriana has the last word because here as elsewhere in Shakespeare&rsquo;s plays, platitudinous counsel and painted comforts shatter against the hard reality of suffering and anger. Moreover, Luciana is not simply a spokesman for conventional pieties; she knows too much about the world to have any illusions about the way men treat women. When Antipholus S. woos her, she is not horrified even though she thinks him Adriana&rsquo;s husband. Indignant at his advances, she does not, however, threaten to expose his adulterous (indeed, incestuous) lust to her sister and she does not rebuff him with pious sentences. Instead she pleads with him to be circumspect in his philandering and thereby considerate of his wretched wife.&nbsp;.&nbsp;. [quotes <a href=""#tln_0791"" class=""ref lb"">791&ndash;8</a>]. On other lips this might seem Machiavellian advice, but Luciana&rsquo;s anger shows through her seeming acceptance of the cynical way of the world. She knows too well the emotional dependence of women on men and their willingness to deceive themselves about their marriages if their husbands will give them half a chance: [<i>32</i>] [quotes <a href=""#tln_0807"" class=""ref lb"">807&ndash;8</a>]. It is remarkable that the pathos of a woman&rsquo;s subservience in marriage should be made more explicit in <i>Errors</i> than any other comedy to follow.</p>"
3,1,2,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_hent1986"" class=""ref bibl"">Hennings</a> (1986, pp. 95 ff.) opposes the view of others&mdash;he cites <a href=""#s_sig"" class=""ref witness"">Levin</a> (ed. 1965, p. xxviii) and <a href=""#b_bara1974"" class=""ref bibl"">Barton</a>&mdash;that Luciana is the play&rsquo;s spokesperson on the theme of marriage. But their interpretation does not explain the further development of Luciana&rsquo;s character, her charactonymic link and structural parallelism to the erotic Luce, or why before the presence of Aemilia, Adriana rebukes the contentious Luciana and sides with the Abbess.</p>"
0,0,0,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">(P. 98): Furthermore, Luciana&rsquo;s own confession of why she is not married undercuts her pose as a moral advisor. Her claim that she fears the troubles of the marriage-bed ([<a href=""#tln_0301"" class=""ref lb"">301</a>]) points to a reluctance about sexuality and the consequences of childbirth, referred to in the homily as griefe and paines, the paine of their trauailing, great perils, and great afflictions (p. 243 [of <i>Certaine Sermons</i>, 1968]), accurate enough when one considers the medical risks of the time and the number of women who died in childbirth. But overcoming this natural fear&mdash;that is, of being married&mdash;is the chief nobility of women, advises the sermon, which thereby counters the Catholic claims for celibacy. He quotes this is the chiefe ornament of holy matrons.&nbsp;.&nbsp;. in that they refused not from marriage for the businesse thereof, for the gifts and perils thereof.&nbsp;.&nbsp;. (p. 243). In advising her sister, Luciana does not uphold those ideals about marriage and the perfection of women that the original audience had been taught to cherish..&nbsp;.&nbsp;. </p>"
0,0,0,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""> What is wrong with Luciana is that she here exists solely on a superficial secular level. She speaks to the appearances of things and sounds like Lady Macbeth: [quotes <a href=""#tln_0798"" class=""ref lb"">798&ndash;9</a>]. Where Luce will almost physically mount her partner, Luciana&rsquo;s approach to sexuality more subtly reflects the deep and troubled forces of the concupiscible appetites. As Kenneth Muir [1979, p. 21] has observed, she is attracted to Antipholus; and Antipholus&mdash;suspecting as much, believing that she has taken her own advice and is dressing her vice as the herald of virtue&mdash;mistakenly comes to regard her as a clever temptress pretending to be his sister-in-law inviting him to have an affair with her..&nbsp;.&nbsp;. </p>"
0,0,0,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">[<i>100</i>] Of course Luciana does not consciously offer incest. Like every other major character in the play, she too has a good heart..&nbsp;.&nbsp;. Luciana is not consciously aware of the folded meaning of her words&rsquo; deceit, although Adriana momentarily suspects that her sister&rsquo;s deeper motives are not the least bit noble ([<a href=""#tln_1121"" class=""ref lb"">1121</a>]).</p>"
8,0,8,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">Others who comment on Luciana are <a href=""#b_obrc1878"" class=""ref bibl"">O&rsquo;Brien</a> (1878, p. 160): One of the Griselda-women.&nbsp;.&nbsp;. the soft, gentle, submissive order; <a href=""#b_lewl1895"" class=""ref bibl"">Lewes</a> (1895, pp. 124&ndash;6): She is attractive, lovely, reasonable, amiable; <a href=""#b_smeo1910"" class=""ref bibl"">Smeaton</a> (1910, p. 92): She is nobler than Adriana, gentle and yielding.&nbsp;.&nbsp;. but, when occasion demands, staunch in her gracious insistence upon all holy virtuous principle; <a href=""#b_math1962"" class=""ref bibl"">Matthews</a> (1962, p. 69): She is spirited, loyal, attractive&mdash;the most original figure in the play; <a href=""#b_marp1971"" class=""ref bibl"">Marcotte</a> (1968; 1971, p. 17): What woman could withhold her love from the man to whom she meant all of this (quoting <a href=""#tln_0850"" class=""ref lb"">850&ndash;3</a>); he makes up quite a lot in this article; <a href=""#b_llog1969"" class=""ref bibl"">Lloyd Evans</a> (1969, pp. 94&ndash;5): A sad and honourable woman, brought to the point of suffering for a love which is true but seems false; <a href=""#b_rich1971"" class=""ref bibl"">Richmond</a> (1971, p. 62): Confronted with a brother-in-law who is an apparent sexual maniac, she remains calm..&nbsp;.&nbsp;. One should be charitable to one&rsquo;s intimates; <a href=""#b_diaw1977"" class=""ref bibl"">Dias</a> (1977, p. 54): She is sane, sober, sensible, and sensitive, who is cautiously taken by S. Antipholus&rsquo;s wooing.</p>"
1,0,1,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_hazw1817"" class=""ref bibl"">Hazlitt</a> (1817; 1930, 4:353): Pinch the conjuror is also an excrescence not to be found in Plautus. He is indeed a very formidable anachronism. [Quotes <a href=""#tln_1715"" class=""ref lb"">1715&ndash;18</a>.] This is exactly like some of the Puritanical portraits to be met with in Hogarth.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_ellg1939"" class=""ref bibl"">Elliott</a> (1939&ndash;40, p. 105): Pinch is a tonal masterpiece. His pedantic gravity parodies and relieves the increasing angry seriousness of the two Antipholuses. But, above all, he bodies forth concretely the play&rsquo;s spirit of weird fun.</p>"
1,1,0,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#pw_rosk1982"" class=""ref bibl_pw"">Tetzeli von Rosador</a> (ed. 1982, p. 209) sees Pinch&rsquo;s function as a scapegoat whose torture (<a href=""#tln_1643"" class=""ref lb"">1643&ndash;50</a>) satisfies the spectators&rsquo; need for a release of violence called up by the sadistic dimension that dwells in any farce.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_wolp1994"" class=""ref bibl"">Wolfensperger</a> (1994, pp. 62&ndash;5): How does the comic pedant, who is allowed unusual focus and momentary gain in dramatic status, affect our response to Adriana? There is no doubt that most of the ridicule in [4.4] is directed against his attempts to exorcise EAntipholus&rsquo;s evil spirits..&nbsp;.&nbsp;. </p>"
0,0,0,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">[<i>63</i>] Shakespeare resorts to two more standard comic devices in order to discredit the exorcist: incongruity is one, automatism the other. The first [is found in] the discrepancy between self-complacency, flaunted learnedness, and pretentiousness and prejudice, ignorance, and blindness, which.&nbsp;.&nbsp;. inevitably result in one between effort and effect. Nothing could illustrate this incongruity more vividly than.&nbsp;.&nbsp;. [quotes <a href=""#tln_1335"" class=""ref lb"">1335&ndash;6</a>], which is answered by Antipholus&rsquo;s blow. The second comic device.&nbsp;.&nbsp;. is what Bergson calls &lt;a&gt;utomatisme..&nbsp;.&nbsp;. Pinch is in his actions guided by an <i>id&eacute;e fixe</i>, which deprives him of mental (and physical) flexibility. It makes him utter empty phrases and engage in other automatisms. And his actions become highly predictable.</p>"
0,0,0,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">But he gives no examples. (P. 64): To emphasize the point that Pinch&rsquo;s practices deserve nothing but derision and contempt, let me finally look at his dramatic fate.&nbsp;.&nbsp;. [quotes <a href=""#tln_1641"" class=""ref lb"">1641&ndash;50</a>]. The utter relentlessness in Shakespeare&rsquo;s treatment of Doctor Pinch leaves no doubt whatsoever that the audience, whether Elizabethan or modern, is meant to disapprove unconditionally of his dubious practices. His not being on stage in Act 5 likewise means he is to be regarded with great suspicion..&nbsp;.&nbsp;. </p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">Another who comments on Pinch is <a href=""#b_dran1817"" class=""ref bibl"">Drake</a> (1817, 2:289): The pedagogue and conjurer, who is sketched in the strongest and most marked style of our author.</p>"
2,0,2,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_claw1861"" class=""ref bibl"">Claus</a> (1861, p. 28) and <a href=""#b_oecw1885"" class=""ref bibl"">Oechelh&auml;user</a>, 1885, p. 237) say he responds to Egeon&rsquo;s long narrative in Act 1 with sympathy.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_kohj1883"" class=""ref bibl"">Kohler</a> (1883, p. 117) says he is an oriental despot who has the formal right to override the law in Act 5, but no material right.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_eict1903"" class=""ref bibl"">Eichhoff</a> (1903, p. 80): We like the prince who is strong and just and yet takes a humane interest in all who are subordinate to him (Ger.).</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_thaa1929"" class=""ref bibl"">Thaler</a> (1929, pp. 55&ndash;6) compares the princes of <i>TGV</i>, <i>MND</i>, and <i>Err.</i> as not much more than lay figures with only an external relationship to the main action who (p. 56) end by forgetting, or at least by silently setting aside, the law or the personal objections which had started most of the complications.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_matb1932"" class=""ref bibl"">Matheson</a> (1932, p. 68): A benevolent arbiter and upholder of the law.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_bela1938"" class=""ref bibl"">Bellesort</a> (1938, p. 85): He struggles to stay awake in Act 1.</p>"
